Unnamed: 0,Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI
2998,2022-03-16,56816.6484375,56860.890625,56389.26171875,56555.328125,6900,57848.312734375,56901.5823828125,48.428415582219976
2999,2022-03-17,57863.9296875,58095.83984375,57518.05859375,57620.28125,7200,57808.472734375,56931.21482421875,64.41873107719877
3000,2022-03-21,57292.48828125,58127.94921875,57229.078125,58030.41015625,6400,57749.85953125,56958.00287109375,56.6361327718259
3001,2022-03-22,57989.30078125,58052.87109375,56930.30078125,57297.5703125,7800,57717.60875,56988.70197265625,57.83824864689293
3002,2022-03-23,57684.8203125,58416.55859375,57568.58984375,58198.640625,9100,57676.4121875,57015.96392578125,60.41473436071425
3003,2022-03-24,57595.6796875,57827.98828125,57138.51171875,57190.05078125,51400,57620.413203125,57043.4420703125,62.030320098262095
3004,2022-03-25,57362.19921875,57845.37109375,57100.23828125,57801.71875,6900,57555.319375,57068.6105078125,65.41019893950875
3005,2022-03-28,57593.48828125,57638.33984375,56825.08984375,57472.71875,6300,57484.188359375,57095.20009765625,77.72968398088955
3006,2022-03-29,57943.6484375,58001.53125,57639.3515625,57814.76171875,12100,57418.3553125,57125.21013671875,77.11199270769137
3007,2022-03-30,58683.98828125,58727.78125,58176.0,58362.8515625,6300,57367.574453125,57157.127734375,75.7043936893728
3008,2022-03-31,58568.51171875,58890.921875,58485.7890625,58779.7109375,4400,57312.766484375,57187.596484375,71.70563449760643
3009,2022-04-01,59276.69140625,59396.62109375,58450.0390625,58530.73046875,6400,57283.203125,57221.22228515625,73.97081556797875
3010,2022-04-04,60611.73828125,60845.1015625,59760.21875,59764.12890625,12600,57293.461484375,57260.41572265625,75.24272772812965
3011,2022-04-05,60176.5,60786.0703125,60067.1796875,60786.0703125,6800,57307.6990625,57298.7883203125,77.85234899328859
3012,2022-04-06,59610.41015625,59941.5703125,59509.83984375,59815.7109375,10600,57319.163671875,57335.22373046875,68.81458608347306
3013,2022-04-07,59034.94921875,59504.921875,58977.3515625,59402.609375,8300,57350.032421875,57368.67623046875,58.42140599761219
3014,2022-04-08,59447.1796875,59654.44140625,58876.359375,59256.96875,8400,57381.813046875,57403.03982421875,65.85865125808097
3015,2022-04-11,58964.5703125,59355.76171875,58894.3984375,59333.1796875,9000,57415.565625,57434.91912109375,57.4117383025754
3016,2022-04-12,58576.37109375,58794.78125,58298.5703125,58743.5,7500,57443.0884375,57466.2705859375,56.690369364600016
3017,2022-04-13,58338.9296875,59003.8203125,58291.23046875,58910.73828125,6600,57449.58359375,57494.470234375,55.456053239187504
3018,2022-04-18,57166.73828125,57420.80078125,56842.390625,57338.578125,13500,57415.666953125,57515.67873046875,48.73895406625444
3019,2022-04-19,56463.1484375,57464.078125,56009.0703125,57381.76953125,13500,57353.763359375,57534.3165234375,43.12633824837985
3020,2022-04-20,57037.5,57216.51171875,56521.328125,56741.4296875,7600,57318.75296875,57556.75572265625,44.63591840132453
3021,2022-04-21,57911.6796875,57991.53125,57311.859375,57458.6015625,8000,57304.09015625,57583.90056640625,45.49951674282388
3022,2022-04-22,57197.1484375,57689.859375,57134.71875,57531.94921875,7600,57295.609296875,57608.29330078125,42.53016390833525
3023,2022-04-25,56579.890625,56875.6484375,56356.87109375,56757.640625,7000,57271.035546875,57628.76939453125,35.1635301626598
3024,2022-04-26,57356.609375,57442.23828125,56904.51171875,57066.23828125,7300,57248.848359375,57651.15244140625,30.919726721078817
3025,2022-04-27,56819.390625,57079.03125,56584.0390625,56983.6796875,6600,57206.715546875,57670.94349609375,30.55443680678429
3026,2022-04-28,57521.05859375,57790.8515625,56936.94140625,57296.30859375,100,57194.07828125,57693.27498046875,38.08488058460658
3027,2022-04-29,57060.87109375,57975.48046875,56902.30078125,57817.51171875,9500,57207.17890625,57715.73462890625,38.59227596469177
3028,2022-05-02,56975.98828125,57054.23046875,56412.62109375,56429.44921875,7900,57183.85765625,57738.68361328125,35.158058320942075
3029,2022-05-04,55669.03125,57184.2109375,55501.6015625,57124.91015625,50700,57137.3046875,57755.1653125,31.990359655714187
3030,2022-05-05,55702.23046875,56566.80078125,55613.8203125,56255.0703125,8200,57093.5090625,57769.8278125,33.65921043280507
3031,2022-05-06,54835.578125,55070.12109375,54586.75,54928.2890625,8000,57033.56125,57779.48544921875,31.411791722730285
3032,2022-05-09,54470.671875,54795.46875,53918.01953125,54188.2109375,9300,56969.302890625,57786.04455078125,34.354849751084984
3033,2022-05-10,54364.8515625,54857.01953125,54226.328125,54309.30859375,8000,56910.586328125,57792.168515625,36.91595250065278
3034,2022-05-11,54088.390625,54598.55078125,53519.30078125,54544.91015625,7200,56847.71296875,57799.8434765625,30.901135551818285
3035,2022-05-12,52930.30859375,53632.55078125,52702.30078125,53608.3515625,6900,56815.7209375,57803.5024609375,18.884100483953688
3036,2022-05-13,52793.62109375,53785.7109375,52654.890625,53565.73828125,9300,56754.42296875,57803.28451171875,20.35340186773334
3037,2022-05-16,52973.83984375,53428.28125,52632.48046875,52946.3203125,4800,56688.954140625,57803.27470703125,24.204391196147427
3038,2022-05-17,54318.46875,54399.421875,53176.01953125,53285.19140625,7400,56665.945546875,57810.605703125,29.90001747006572
3039,2022-05-18,54208.53125,54786.0,54130.890625,54554.890625,5800,56648.062578125,57818.75455078125,31.691770473015097
3040,2022-05-19,52792.23046875,53356.0390625,52669.51171875,53070.30078125,9100,56617.231015625,57820.4971484375,19.86057859881491
